"","2.5 percentile","50 percentile","97.5 percentile","Rhat (descending)","Percentile.Rhat (100%)"
"logP.ct[95,196]",6.72919495649661e-05,0.00616945115473032,0.0121562660231221,1.07051986528488,0.72226868395043
"logP.ct[95,185]",-0.00932051050094206,-0.00317783023444624,0.00292410879855407,1.07013041222651,0.729871512202539
"a.c[158]",1.04765257229587,1.05570104151642,1.06360212440889,1.06988525004426,0.737474340454649
"logP.ct[95,221]",0.00528158292115356,0.0114258294372532,0.0175301245882259,1.06979718356357,0.745077168706759
"logP.ct[95,173]",-0.0213985602484236,-0.0152438287291128,-0.00908209172274015,1.06933203318446,0.752679996958869
"logP.ct[95,141]",-0.0156418023969557,-0.0091323100126147,-0.00271644228133822,1.06931048934913,0.760282825210979
"logP.ct[95,182]",-0.0148923362136034,-0.00869733702720558,-0.00253918524471499,1.06913464030906,0.767885653463088
"logP.ct[95,216]",0.0117500601416487,0.0179673607580889,0.0242671858128079,1.06908608766689,0.775488481715198
"logP.ct[95,222]",0.00620470542702287,0.0124931752288625,0.0186109768918751,1.06906188724771,0.783091309967308
"logP.ct[95,164]",-0.0208875398456779,-0.0145708387845586,-0.0084050502743717,1.06903377121911,0.790694138219418
"logP.ct[95,195]",0.000126114299792329,0.00630905043807595,0.0123102744031739,1.06860973696749,0.798296966471527
"logP.ct[95,186]",-0.00322812995842936,0.00292480101877433,0.00904664645656963,1.06860551018552,0.805899794723637
"logP.ct[95,174]",-0.00521583301227049,0.00100891538075204,0.00710385047771094,1.06859834631582,0.813502622975747
"logP.ct[95,213]",-0.0012070895943275,0.00506433149234987,0.0112874679005144,1.06835682619381,0.821105451227857
"logP.ct[95,224]",0.00442020105518,0.0107306932927232,0.0170175582277342,1.06833914148011,0.828708279479967
"logP.ct[95,199]",-0.00614520536751517,-1.24022578683336e-05,0.00605831391516506,1.0682954589698,0.836311107732076
"logP.ct[95,157]",-0.0231672061140247,-0.0169592450256487,-0.0107321717970475,1.06809225833038,0.843913935984186
"logP.ct[95,175]",-0.0196039991146729,-0.0134748892126909,-0.00730217548495374,1.06807004733999,0.851516764236296
"logP.ct[95,223]",0.00438731167324109,0.0106385354331949,0.0169138983141951,1.0678504637276,0.859119592488406
"logP.ct[95,170]",-0.01825358932779,-0.0119546848057853,-0.00575384830313026,1.06771990942707,0.866722420740516
"logP.ct[95,206]",-0.00186068836088781,0.00447922004874433,0.0107080803386913,1.06761222012446,0.874325248992625
"logP.ct[95,184]",-0.00926457116868766,-0.00305017719102366,0.00308356113925724,1.06750131895909,0.881928077244735
"logP.ct[95,187]",-0.00827214578778261,-0.00205763029087174,0.00410486141668451,1.06726204519981,0.889530905496845
"logP.ct[95,202]",0.00253506068327915,0.00881428397261989,0.015029406497087,1.06722401524218,0.897133733748955
"logP.ct[95,204]",0.000161421560199293,0.00650387758888667,0.0128281936685483,1.06715759453553,0.904736562001064
"logP.ct[95,225]",0.00347202740471008,0.00974251882898156,0.0159222730088556,1.06711975601125,0.912339390253174
"logP.ct[95,159]",-0.0234465663306604,-0.0171720400323222,-0.0109868753508702,1.06708725850249,0.919942218505284
"logP.ct[95,156]",-0.0206685853614453,-0.0144344227283278,-0.00821730498213473,1.06702351047512,0.927545046757394
"logP.ct[95,167]",-0.0153736396680715,-0.00912313163948708,-0.00290213613895219,1.06698643482786,0.935147875009503
"logP.ct[95,163]",-0.0208488637515877,-0.0145909202490417,-0.00827548056975306,1.06687417772088,0.942750703261613
"logP.ct[95,215]",-4.04071548537771e-06,0.00620281081945983,0.0123854032306936,1.06676687060632,0.950353531513723
"logP.ct[95,212]",0.000958388231450058,0.00720153666347122,0.0134329312779643,1.06675493860147,0.957956359765833
"logP.ct[95,188]",-0.00668397403943255,-0.00050789111241129,0.00567250251040458,1.066730517421,0.965559188017943
"logP.ct[95,149]",-0.0133196537821603,-0.0069687954027509,-0.000648011792390858,1.06671902032932,0.973162016270052
"logP.ct[95,172]",-0.0172488293635731,-0.0110141647313532,-0.00475855713637885,1.0667089859583,0.980764844522162
"logP.ct[95,168]",-0.0145692153812615,-0.00838276095350557,-0.00220545905457934,1.06662945586866,0.988367672774272
"logP.ct[95,166]",-0.0199308029181086,-0.0136916667957572,-0.00741723902471414,1.06645976179745,0.995970501026382
"logP.ct[95,227]",0.00405432886340561,0.0102898097311456,0.0165314964623488,1.06639578423508,1.00357332927849
"logP.ct[95,218]",0.0129762622066585,0.0192608520635762,0.0255019219228121,1.06635760314985,1.0111761575306
"logP.ct[95,238]",-0.00194999033252974,0.00447594422535976,0.0108538144068906,1.06630979721144,1.01877898578271
"logP.ct[95,210]",0.00287601126549868,0.00918813344889739,0.0153931665076698,1.06628657317255,1.02638181403482
"logP.ct[95,160]",-0.0228088741785692,-0.0165252780765201,-0.0103227161148073,1.06623764054934,1.03398464228693
"logP.ct[95,226]",0.00297530763759708,0.00916466935874324,0.0153557424218578,1.06623594250968,1.04158747053904
"logP.ct[95,179]",-0.0140755645422468,-0.00792734116850098,-0.00172184070622164,1.06611681683923,1.04919029879115
"logP.ct[95,219]",0.00970919445708588,0.0159164698475621,0.0220854797193628,1.06606722429356,1.05679312704326
"logP.ct[95,228]",0.00276550726005705,0.00903713596539762,0.0153070185209622,1.0657566222544,1.06439595529537
"logP.ct[95,158]",-0.0238988761040682,-0.0176711353533925,-0.0114752828367341,1.0657152531822,1.07199878354748
"logP.ct[95,211]",0.000156696649990014,0.00635224155278031,0.0126066364779737,1.06564222145839,1.07960161179959
"logP.ct[95,183]",-0.00782066968413515,-0.00159706095106902,0.00452800443308414,1.06561769813132,1.0872044400517
"logP.ct[95,169]",-0.0153478596045152,-0.00902882769946755,-0.0028908833611634,1.0656062985599,1.09480726830381
"logP.ct[95,217]",0.0138352512189665,0.0201175859160919,0.0263390663483952,1.06556327693991,1.10241009655592
"logP.ct[95,207]",-0.00013560692318403,0.00605026532728818,0.0123812357713388,1.06547649474022,1.11001292480803
"logP.ct[95,177]",-0.017981332509716,-0.0117520526445368,-0.00556925773065479,1.0653118549097,1.11761575306014
"logP.ct[95,165]",-0.0212577398462709,-0.0148597690823556,-0.00866752567802192,1.06530962248926,1.12521858131225
"logP.ct[158,237]",-0.00638887141639985,0.00147842457080355,0.00951906815503527,1.06528342447661,1.13282140956436
"logP.ct[95,200]",-0.00517357813110164,0.00100618300033718,0.00705875554302231,1.06528305449116,1.14042423781647
"logP.ct[95,155]",-0.0301878630536777,-0.0239691590815057,-0.0176455251004417,1.0652573604925,1.14802706606858
"logP.ct[95,161]",-0.0193339895062493,-0.0129925000812724,-0.00675441899209228,1.06524870322218,1.15562989432069
"logP.ct[158,257]",-0.00622544803537567,0.00158404431578305,0.00965376540724365,1.06505539453287,1.1632327225728
"logP.ct[158,230]",-0.0134445054405115,-0.0057674612063923,0.00216821707981558,1.06499269037189,1.17083555082491
"logP.ct[95,214]",0.0123610837136915,0.018739636512311,0.0250707360166418,1.06488271964884,1.17843837907702
"logP.ct[95,231]",-0.000724607195348619,0.00572519609174158,0.0120799345611656,1.06487762994594,1.18604120732913
"logP.ct[95,201]",-0.00443288197729284,0.00178913724591432,0.00807158007752511,1.0648234000858,1.19364403558124
"logP.ct[95,208]",-0.000957203563517994,0.00537839841205534,0.0116888949183909,1.06471440253643,1.20124686383335
"logP.ct[158,208]",-0.0101730835117652,-0.00247110990521415,0.00536272156922512,1.06465819923602,1.20884969208546
"logP.ct[158,225]",-0.0144445339591724,-0.0067117496749715,0.00126984571835219,1.06464928339475,1.21645252033757
"logP.ct[95,142]",-0.010605108316644,-0.00430089966073423,0.00215034456624103,1.0645570649311,1.22405534858968
"logP.ct[95,229]",0.00131787838500909,0.00768822047304339,0.0139227736835546,1.06452539939207,1.23165817684179
"logP.ct[95,205]",-0.000279188336733547,0.00609573241175181,0.0123527687963732,1.06447536978739,1.2392610050939
"logP.ct[158,211]",-0.00794381728943429,-8.1902686129449e-05,0.00791482494183693,1.06419727979652,1.246863833346
"logP.ct[95,203]",0.000659796464034108,0.00681435342267112,0.0130744622255113,1.06418377515183,1.25446666159811
"logP.ct[158,231]",-0.0138563351642022,-0.00609536244057302,0.00183599579615903,1.06417067773567,1.26206948985022
"logP.ct[158,234]",-0.0127110450285196,-0.00494324728010566,0.00291656476713383,1.06416711313295,1.26967231810233
"logP.ct[95,246]",-0.00287227764135489,0.00352366964619412,0.00995581133835381,1.06415191357937,1.27727514635444
"logP.ct[158,209]",-0.0100301481586605,-0.00229253332064809,0.0056340873000262,1.06407292669791,1.28487797460655
"logP.ct[95,250]",-0.000974169421372813,0.00546432563653994,0.0118848617519878,1.06404234797511,1.29248080285866
"logP.ct[95,249]",-0.00179083244208582,0.00472256141671999,0.0112139706521597,1.06399092044068,1.30008363111077
"logP.ct[158,222]",-0.0150128764515377,-0.00721382900620218,0.000748950757507113,1.06394060940729,1.30768645936288
"logP.ct[95,162]",-0.0150919447235672,-0.00887933924244603,-0.00264205645192379,1.06383961575167,1.31528928761499
"logP.ct[95,230]",-0.00157144514180489,0.00472491226904308,0.0110672759121447,1.06382926211256,1.3228921158671
"logP.ct[95,147]",-0.00741161008070709,-0.000997557267445001,0.00529732343150555,1.06381087721627,1.33049494411921
"logP.ct[95,143]",-0.0141678296888479,-0.00781416004331912,-0.00140993846535422,1.06379783143094,1.33809777237132
"logP.ct[158,236]",-0.00928659678846943,-0.00155282494955466,0.00644051224066149,1.06378422979906,1.34570060062343
"logP.ct[158,256]",-0.00659910492237343,0.00138455287928195,0.00946649261463948,1.06374503212998,1.35330342887554
"logP.ct[158,235]",-0.00890677160758259,-0.00112770911055107,0.00690216584097774,1.06374489795538,1.36090625712765
"logP.ct[158,207]",-0.0117139063762826,-0.00396042564593347,0.00387865930065699,1.06370711435852,1.36850908537976
"logP.ct[158,215]",-0.0140792407795809,-0.00617601122835159,0.00191908727082569,1.06367949701038,1.37611191363187
"logP.ct[158,210]",-0.0111805747671306,-0.00340495666142369,0.00463007147744068,1.06366704803295,1.38371474188398
"logP.ct[95,235]",0.000596385412966659,0.006987539014038,0.0132940422781543,1.06366368235892,1.39131757013609
"logP.ct[95,234]",0.00115507426122245,0.00760912470340354,0.0139924605064843,1.0636458893898,1.3989203983882
"logP.ct[158,226]",-0.0143867687806305,-0.00663055194854699,0.00132278861483811,1.06362796039978,1.40652322664031
"logP.ct[95,148]",-0.011779117681221,-0.00547618403359513,0.000847704422673938,1.06345809374214,1.41412605489242
"logP.ct[95,151]",-0.0145552561380745,-0.00817933405168278,-0.00188211732277033,1.06337836399342,1.42172888314453
"logP.ct[158,262]",-0.00398461693971907,0.00384473757623253,0.0118984407265295,1.06336019520807,1.42933171139664
"logP.ct[158,213]",-0.00987903492999191,-0.0020025831206801,0.00601533753501082,1.0632631029676,1.43693453964875
"logP.ct[158,233]",-0.0119947958834915,-0.00417858294217814,0.003803110227739,1.06324837236195,1.44453736790086
"logP.ct[95,247]",-0.00145996009408718,0.00496992835579161,0.0113734718652947,1.06319591196903,1.45214019615297
"logP.ct[158,229]",-0.013913966513964,-0.00615236439295657,0.00183475512453512,1.06311889878343,1.45974302440508
"logP.ct[95,133]",-0.0143377447937049,-0.0077940160200063,-0.00139188219912238,1.06301741077236,1.46734585265719
"logP.ct[95,236]",-0.000959141594043387,0.00554278400947212,0.0118879511703026,1.06299085424107,1.4749486809093
"logP.ct[158,221]",-0.0124074125653426,-0.00443223124012463,0.00349061499227936,1.06298672518127,1.48255150916141
"logP.ct[158,212]",-0.0110957673180502,-0.00341753581030615,0.00452690274205607,1.06286436627992,1.49015433741352
"logP.ct[95,136]",-0.0131280735727226,-0.00673954324214133,-0.000401427204648154,1.06277783705639,1.49775716566563
"logP.ct[95,139]",-0.0175459184649193,-0.0110353542116821,-0.00462415378180426,1.06271148973359,1.50535999391774
"logP.ct[95,252]",-0.00413961362572489,0.00238754571768528,0.0088752382440557,1.06271101998525,1.51296282216985
"logP.ct[158,227]",-0.0149386796623475,-0.00703145738796273,0.000916703939211761,1.06271047045634,1.52056565042196
"logP.ct[158,260]",-0.00454317365272644,0.00333423048209737,0.0113948196902325,1.06255812021701,1.52816847867407
"logP.ct[95,140]",-0.0158106751317316,-0.00937750693091082,-0.00301080570931171,1.06254304891702,1.53577130692618
"logP.ct[158,216]",-0.0138944574774525,-0.0059908004887615,0.00207351658785384,1.06249930082307,1.54337413517829
"logP.ct[95,232]",-0.00215222515436639,0.00424027580148243,0.0106017917696101,1.06248622233465,1.5509769634304
"logP.ct[95,233]",-0.000881064577521171,0.00550777178324331,0.0118452777039841,1.06247915987462,1.55857979168251
"logP.ct[95,153]",-0.0298330557772638,-0.0234897316128529,-0.0171608055242053,1.0624697932808,1.56618261993462
"logP.ct[158,223]",-0.0114890148863285,-0.00372790629117723,0.00422263827305299,1.06245227625486,1.57378544818673
"logP.ct[95,152]",-0.0167979068887608,-0.010418104013232,-0.0041072363280644,1.06238724265976,1.58138827643884
"logP.ct[158,255]",-0.00387731636062397,0.00406953346288013,0.0120784127574833,1.06234971967094,1.58899110469095
"logP.ct[158,232]",-0.0125212564521162,-0.0045874832002646,0.00340076925709327,1.06230471743139,1.59659393294305
"logP.ct[95,239]",-0.000137444550136245,0.00638161532740328,0.0127828171711504,1.06230275958349,1.60419676119516
"logP.ct[95,150]",-0.015441989495825,-0.00911852250523752,-0.00289492937476427,1.06229517899987,1.61179958944727
"logP.ct[158,253]",-0.00468708491513351,0.00314232266109871,0.0114152338201426,1.06224303862257,1.61940241769938
"logP.ct[158,238]",-0.00753958133622105,0.000388359006534484,0.00832253978469836,1.06214948901119,1.62700524595149
"logP.ct[158,224]",-0.0119299497522145,-0.00402810249356298,0.00393129991248722,1.06206275294119,1.6346080742036
"logP.ct[95,125]",-0.0104595384030623,-0.00382262692460892,0.00265368623367901,1.0620489047747,1.64221090245571
"logP.ct[95,242]",-0.00180693697557274,0.00463969646929086,0.0109676784075982,1.06203489188071,1.64981373070782
"logP.ct[158,228]",-0.0157041526758491,-0.00792630214485658,4.56902890421055e-05,1.06202297253524,1.65741655895993
"logP.ct[158,239]",-0.00458445739984099,0.00337491295975836,0.0113657226311698,1.06190140691949,1.66501938721204
"logP.ct[95,137]",-0.0159223415016679,-0.00947632526227485,-0.00313255501743388,1.06188147284894,1.67262221546415
"logP.ct[158,258]",-0.00579205928036988,0.0020922337458074,0.0101393881481269,1.06186588934182,1.68022504371626
"logP.ct[95,209]",0.0016379478279045,0.00796087047774868,0.0143200583165882,1.06185938989226,1.68782787196837
"logP.ct[95,154]",0.00480991959897399,0.0112623474898877,0.0176498725080344,1.06183492968351,1.69543070022048
"logP.ct[158,252]",-0.00408310884154555,0.00391383224796838,0.0121451199915209,1.06178686529511,1.70303352847259
"logP.ct[158,254]",-0.00501891066793112,0.00286381716286893,0.0109228258959936,1.06163951198264,1.7106363567247
"logP.ct[95,138]",-0.0144502194563908,-0.00792273097653974,-0.00151301215882407,1.06154438690444,1.71823918497681
"logP.ct[95,240]",0.00157170649098714,0.00809438789952368,0.0146443491330543,1.06152935574535,1.72584201322892
"logP.ct[158,218]",-0.0146055976199995,-0.00675798644194789,0.00131209695415424,1.06144043270375,1.73344484148103
"logP.ct[95,145]",-0.0171272163552635,-0.010725093495693,-0.00429055241853569,1.06140269343224,1.74104766973314
"logP.ct[95,130]",-0.013063487308466,-0.00650426146431334,-2.28788631388318e-05,1.06133704062441,1.74865049798525
"logP.ct[95,131]",-0.0207601027520323,-0.0142628000605855,-0.00776538052620869,1.06128715197715,1.75625332623736
"logP.ct[95,237]",-0.000896305354016997,0.0055152720655034,0.0118522776375689,1.06126949378696,1.76385615448947
"logP.ct[95,244]",-0.00201619259775079,0.00449596438048509,0.0109363046906763,1.06122226806829,1.77145898274158
"logP.ct[158,217]",-0.015283447171045,-0.00735931102583087,0.00066761917093006,1.06119246201602,1.77906181099369
"logP.ct[95,245]",-0.00426448492790384,0.00224089239416895,0.0086317270959927,1.06118106943384,1.7866646392458
"logP.ct[95,255]",-0.00185881966462119,0.00462589995751783,0.0111489351522165,1.06107830546786,1.79426746749791
"logP.ct[95,132]",-0.0225033753584705,-0.0160891325346132,-0.00955036158867832,1.06102948203626,1.80187029575002
"logP.ct[158,261]",-0.00588573362651268,0.00198768716609042,0.0100224783131316,1.06093223499059,1.80947312400213
"logP.ct[158,214]",-0.0135828047986425,-0.00574774959525766,0.00239244926685567,1.06091270555578,1.81707595225424
"logP.ct[95,128]",-0.0154391001986168,-0.00878818299851011,-0.00234970372751042,1.06085426010522,1.82467878050635
"logP.ct[158,250]",-0.00182184297436909,0.00612526056374477,0.0143451105782502,1.06082832258339,1.83228160875846
"logP.ct[158,249]",-0.00114519695618239,0.00673026482557947,0.0150153426321631,1.06080937209638,1.83988443701057
"logP.ct[158,219]",-0.0135792052598951,-0.00567218052327406,0.00222932175591047,1.06077353700731,1.84748726526268
"logP.ct[158,244]",-0.00420048906419949,0.00385165634920662,0.0119591197105063,1.06063231907259,1.85509009351479
"logP.ct[95,251]",-0.00264093501390732,0.00394662976038434,0.0105348610586095,1.06063046584543,1.8626929217669
